loss,mape,val_loss,val_mape
0.081817626953125,190.29429626464844,0.06250309944152832,117.54605865478516
0.06732118874788284,186.27833557128906,0.04922033101320267,110.63067626953125
0.050114959478378296,171.06405639648438,0.03416881337761879,96.0982437133789
0.03300422802567482,145.2043914794922,0.018134338781237602,72.18168640136719
0.016915684565901756,109.91319274902344,0.006376295816153288,45.44987487792969
0.007998140528798103,74.79764556884766,0.009930131956934929,41.26115036010742
0.008042201399803162,61.05622482299805,0.0029246718622744083,25.39424705505371
0.0033954365644603968,46.17009735107422,0.0016036328161135316,20.342206954956055
0.0024393240455538034,41.44023132324219,0.0013729373458772898,18.748924255371094
0.002099568722769618,36.85201644897461,0.0013389228843152523,18.117876052856445
0.0020966148003935814,36.064659118652344,0.0014966847375035286,17.903268814086914
0.002360233338549733,35.5620231628418,0.0022569254506379366,18.754287719726562
0.0029162440914660692,35.006649017333984,0.0030096310656517744,20.299488067626953
0.0033946672920137644,35.394718170166016,0.0027044147718697786,18.669275283813477
0.002796816872432828,33.5680046081543,0.0017336281016469002,16.538806915283203
0.0023112036287784576,31.650592803955078,0.0016418581362813711,15.728381156921387
0.002191015053540468,29.743289947509766,0.0016530418070033193,15.281293869018555
0.0022326158359646797,29.497438430786133,0.0017471477622166276,15.234984397888184
0.002284568501636386,28.43344497680664,0.002050726441666484,16.942153930664062
0.0027251052670180798,30.834491729736328,0.0028716090600937605,18.151098251342773
0.0029362908098846674,29.90153694152832,0.002008652314543724,15.07740306854248
0.0025398461148142815,29.003507614135742,0.0018741751555353403,14.678338050842285
0.0021842005662620068,26.753541946411133,0.0015595841687172651,14.220433235168457
0.0020491834729909897,27.04137420654297,0.0015034204116091132,14.195216178894043
0.0019590570591390133,26.357452392578125,0.0016208935994654894,14.27658748626709
0.002017043763771653,27.273101806640625,0.0016418404411524534,15.328813552856445
0.002081344136968255,27.587366104125977,0.0019113257294520736,17.146541595458984
0.0024250494316220284,29.279600143432617,0.002262719674035907,15.716052055358887
0.0024810528848320246,28.069570541381836,0.002004395704716444,15.536455154418945
0.002296352991834283,26.962018966674805,0.0017822920344769955,13.579633712768555
0.0020964681170880795,25.66792869567871,0.0017695773858577013,12.684483528137207
0.0019549732096493244,22.989774703979492,0.0016035472508519888,12.477327346801758
0.0018744466360658407,24.4027042388916,0.0014468326698988676,12.152971267700195
0.0018866409081965685,24.279434204101562,0.0017281040782108903,12.629154205322266
0.0021656949538737535,24.709869384765625,0.0019128745188936591,13.245888710021973
0.0021607056260108948,24.169517517089844,0.0017115522641688585,15.613455772399902
0.0020245276391506195,25.380836486816406,0.0015522502362728119,16.304195404052734
0.0019212986808270216,26.405946731567383,0.0012487230123952031,12.523940086364746
0.001571736065670848,23.26163673400879,0.0012245590332895517,12.659374237060547
0.001692463061772287,24.14533805847168,0.001555076683871448,12.41077709197998
0.0019788076169788837,24.677663803100586,0.0020249560475349426,11.953728675842285
0.002319796709343791,23.75924301147461,0.001858592964708805,11.658909797668457
0.0018261960940435529,21.077146530151367,0.0011023926781490445,10.427136421203613
0.0014047195436432958,20.374258041381836,0.0010079425992444158,10.41482925415039
0.0015177110908553004,20.930322647094727,0.0015549453673884273,13.362298011779785
0.0018361291149631143,22.7473201751709,0.0017809844575822353,15.619062423706055
0.002119143959134817,25.045406341552734,0.0016291289357468486,15.614365577697754
0.0017714796122163534,23.632129669189453,0.0010094702010974288,11.642090797424316
0.0013588323490694165,21.59957504272461,0.0009091690299101174,11.360199928283691
0.001273493398912251,20.58738136291504,0.0010135830380022526,10.230551719665527
0.0013499966589733958,20.522432327270508,0.0014388082781806588,10.101110458374023
0.001713294768705964,21.029577255249023,0.0016037635505199432,10.402801513671875
0.001714419457130134,19.29798126220703,0.0015439564594998956,10.434039115905762
0.001634991611354053,18.710805892944336,0.0009947688085958362,9.073198318481445
0.001189740258269012,18.014013290405273,0.0009241627412848175,8.909624099731445
0.0012754244962707162,18.6634578704834,0.0011768799740821123,10.310077667236328
0.001489373273216188,19.03260040283203,0.0015115819405764341,15.583664894104004
0.0016607280122116208,22.162874221801758,0.0012378363171592355,14.546656608581543
0.001471367315389216,21.375802993774414,0.0009260555962100625,10.328879356384277
0.0011393842287361622,19.031776428222656,0.0008307033567689359,9.166173934936523
0.0010057194158434868,17.58255958557129,0.0007894281297922134,8.161768913269043
0.0009792427299544215,17.068710327148438,0.0009290280286222696,8.007241249084473
0.001356199267320335,17.31569480895996,0.001670602709054947,9.663801193237305
0.0017333838623017073,17.17538070678711,0.0016163723776116967,9.34696102142334
0.0017023711698129773,17.395719528198242,0.001169466762803495,8.403855323791504
0.0011968144681304693,15.63501262664795,0.0006307336152531207,7.00201416015625
0.0009127780795097351,15.268803596496582,0.0007501687505282462,8.978014945983887
0.001008311752229929,16.790449142456055,0.0010165993589907885,13.136141777038574
0.0013254605000838637,19.5275821685791,0.0011287442175671458,14.672131538391113
0.001344230375252664,21.54643440246582,0.000886556867044419,11.79088020324707
0.0010642060078680515,18.242408752441406,0.0007533982861787081,9.456128120422363
0.0009678706410340965,16.274505615234375,0.000867412134539336,7.0335893630981445
0.0011854701442644,15.391201972961426,0.0015054433606564999,8.773263931274414
