MIDAS ID, Legacy MIDAS ID, Site Name,,,,,,,,
F32835C18465441180A2A3E693CCDD27,30022731,MIDAS site at M25/4883A priority 1 on link 199131002; GPS Ref: 502104;172197; Clockwise,,,,,,,,
,,,,,,,,,,
Local Date, Local Time, Day Type ID, Total Carriageway Flow, Total Flow vehicles less than 5.2m, Total Flow vehicles 5.21m - 6.6m, Total Flow vehicles 6.61m - 11.6m, Total Flow vehicles above 11.6m, Speed Value, Quality Index, NTIS Model Version
2019/9/1,0:14:00,5,400,295,78,13,14,108.43,15,10
2019/9/1,0:29:00,5,372,285,59,13,15,106.99,15,10
2019/9/1,0:44:00,5,362,267,60,17,18,107.68,15,10
2019/9/1,0:59:00,5,427,309,80,20,18,108.47,15,10
2019/9/1,1:14:00,6,316,215,53,27,21,107.45,15,10
2019/9/1,1:29:00,6,316,220,53,17,26,106.46,15,10
2019/9/1,1:44:00,6,256,190,44,13,9,108.41,15,10
2019/9/1,1:59:00,6,242,166,50,11,15,106.42,15,10
2019/9/1,2:14:00,6,192,140,31,6,15,106.46,15,10
2019/9/1,2:29:00,6,227,148,51,13,15,108.35,15,10
2019/9/1,2:44:00,6,255,163,67,12,13,108.53,15,10
2019/9/1,2:59:00,6,255,167,58,14,16,108.29,15,10
2019/9/1,3:14:00,6,215,128,56,18,13,108.06,15,10
2019/9/1,3:29:00,6,225,136,37,25,27,104.46,15,10
2019/9/1,3:44:00,6,218,137,49,10,22,105.77,15,10
2019/9/1,3:59:00,6,210,150,39,8,13,107.06,15,10
2019/9/1,4:14:00,6,258,145,68,23,22,107.54,15,10
2019/9/1,4:29:00,6,288,207,49,14,18,106.99,15,10
2019/9/1,4:44:00,6,301,209,51,10,31,105.23,15,10
2019/9/1,4:59:00,6,337,233,69,16,19,108.41,15,10
2019/9/1,5:14:00,6,361,268,58,19,16,107.39,15,10
2019/9/1,5:29:00,6,448,308,93,18,29,108.24,15,10
2019/9/1,5:44:00,6,525,389,86,23,27,108.21,15,10
2019/9/1,5:59:00,6,480,351,80,27,22,107.91,15,10
2019/9/1,6:14:00,6,547,418,85,27,17,108.91,15,10
2019/9/1,6:29:00,6,581,371,141,44,25,109.81,15,10
2019/9/1,6:44:00,6,620,400,162,32,26,112.1,15,10
2019/9/1,6:59:00,6,623,399,163,39,22,111.65,15,10
2019/9/1,7:14:00,6,694,474,152,42,26,110.92,15,10
2019/9/1,7:29:00,6,742,534,138,36,34,110.49,15,10
2019/9/1,7:44:00,6,777,568,139,37,33,110.19,15,10
2019/9/1,7:59:00,6,745,544,135,37,29,110.95,15,10
2019/9/1,8:14:00,6,832,608,143,41,40,111.02,15,10
2019/9/1,8:29:00,6,919,705,134,36,44,108.92,15,10
2019/9/1,8:44:00,6,1039,789,166,40,44,109.22,15,10
2019/9/1,8:59:00,6,1052,800,184,31,37,109.56,15,10
2019/9/1,9:14:00,6,1191,907,199,48,37,108.94,15,10
2019/9/1,9:29:00,6,1252,960,203,46,43,107.69,15,10
2019/9/1,9:44:00,6,1348,1046,219,45,38,107.7,15,10
2019/9/1,9:59:00,6,1504,1190,247,41,26,104.82,15,10
2019/9/1,10:14:00,6,1516,1194,235,40,47,104.23,15,10
2019/9/1,10:29:00,6,1562,1217,253,56,36,104.14,15,10
2019/9/1,10:44:00,6,1597,1237,265,55,40,104.08,15,10
2019/9/1,10:59:00,6,1497,1121,292,47,37,102.92,15,10
2019/9/1,11:14:00,6,1536,1183,277,50,26,103.92,15,10
2019/9/1,11:29:00,6,1467,1141,238,45,43,103.51,15,10
2019/9/1,11:44:00,6,1428,1141,200,56,31,102.8,15,10
2019/9/1,11:59:00,6,1589,1213,287,56,33,99.99,15,10
2019/9/1,12:14:00,6,1502,1176,239,49,38,100.97,15,10
2019/9/1,12:29:00,6,1404,1065,249,50,40,63.65,15,10
2019/9/1,12:44:00,6,1189,852,241,51,45,29.97,15,10
2019/9/1,12:59:00,6,1131,840,202,60,29,30.13,15,10
2019/9/1,13:14:00,6,966,705,192,40,29,34.12,15,10
2019/9/1,13:29:00,6,818,542,175,67,34,21.1,15,10
2019/9/1,13:44:00,6,882,613,177,53,39,23.12,15,10
2019/9/1,13:59:00,6,971,692,192,46,41,66.02,15,10
2019/9/1,14:14:00,6,1110,809,219,44,38,83.26,15,10
2019/9/1,14:29:00,6,1252,915,243,51,43,70.62,15,10
2019/9/1,14:44:00,6,986,699,205,46,36,28.56,15,10
2019/9/1,14:59:00,6,1006,745,190,42,29,50.57,15,10
2019/9/1,15:14:00,6,934,693,168,46,27,43.34,15,10
2019/9/1,15:29:00,6,1181,868,237,52,24,55.34,15,10
2019/9/1,15:44:00,6,1070,754,218,51,47,32.42,15,10
2019/9/1,15:59:00,6,1070,784,185,60,41,25.1,15,10
2019/9/1,16:14:00,6,875,633,142,54,46,20.03,15,10
2019/9/1,16:29:00,6,607,405,118,52,32,12.26,13,10
2019/9/1,16:44:00,6,1514,1102,319,56,37,49.02,15,10
2019/9/1,16:59:00,6,1109,786,212,59,52,27.76,15,10
2019/9/1,17:14:00,6,901,637,171,50,43,17.61,15,10
2019/9/1,17:29:00,6,973,681,208,47,37,21.54,15,10
2019/9/1,17:44:00,6,1030,770,196,37,27,55.75,15,10
2019/9/1,17:59:00,6,1078,817,188,44,29,76.5,15,10
2019/9/1,18:14:00,6,1215,907,228,42,38,76.93,15,10
2019/9/1,18:29:00,6,1166,845,242,42,37,76.62,15,10
2019/9/1,18:44:00,6,1162,897,196,35,34,93.34,15,10
2019/9/1,18:59:00,6,1191,921,188,43,39,103.16,15,10
2019/9/1,19:14:00,6,1246,979,203,35,29,103.87,15,10
2019/9/1,19:29:00,6,1266,979,216,39,32,96.02,15,10
2019/9/1,19:44:00,6,1251,930,231,45,45,78.67,15,10
