TMU ID, Legacy TMU ID, Site Name,,,,,,,,
2019/9/1,9:29:00,6,94,72,5,9,8,85,15,10
2019/9/1,9:44:00,6,123,96,7,7,13,81.72,15,10
2019/9/1,9:59:00,6,107,83,7,8,9,81.78,15,10
2019/9/1,10:14:00,6,116,93,9,3,11,82.53,15,10
2019/9/1,10:29:00,6,113,89,11,3,10,84.37,15,10
2019/9/1,10:44:00,6,113,88,6,11,8,82.73,15,10
2019/9/1,10:59:00,6,117,93,5,9,10,83.87,15,10
2019/9/1,11:14:00,6,115,100,5,5,5,83.84,15,10
2019/9/1,11:29:00,6,157,132,9,9,7,84.36,15,10
2019/9/1,11:44:00,6,152,135,6,3,8,83.51,15,10
2019/9/1,11:59:00,6,188,162,11,8,7,84.45,15,10
2019/9/1,12:14:00,6,205,182,13,5,5,83.91,15,10
2019/9/1,12:29:00,6,200,182,7,6,5,83.25,15,10
2019/9/1,12:44:00,6,208,185,7,9,7,85.33,15,10
2019/9/1,12:59:00,6,211,185,11,7,8,83.75,15,10
2019/9/1,13:14:00,6,249,218,15,8,8,82.69,15,10
2019/9/1,13:29:00,6,241,217,9,8,7,84.13,15,10
2019/9/1,13:44:00,6,252,228,9,9,6,84.59,15,10
2019/9/1,13:59:00,6,240,207,14,11,8,83.71,15,10
2019/9/1,14:14:00,6,221,204,12,2,3,84.31,15,10
2019/9/1,14:29:00,6,235,208,13,10,4,83.23,15,10
2019/9/1,14:44:00,6,250,222,17,6,5,82.92,15,10
2019/9/1,14:59:00,6,259,227,18,7,7,83.78,15,10
2019/9/1,15:14:00,6,224,198,13,7,6,83.89,15,10
2019/9/1,15:29:00,6,226,207,10,5,4,84.7,15,10
2019/9/1,15:44:00,6,170,152,8,4,6,83.77,15,10
2019/9/1,15:59:00,6,187,163,15,3,6,82.75,15,10
2019/9/1,16:14:00,6,152,136,6,5,5,83.66,15,10
2019/9/1,16:29:00,6,162,145,7,8,2,85.44,15,10
2019/9/1,16:44:00,6,223,202,10,3,8,83.19,15,10
2019/9/1,16:59:00,6,202,187,9,3,3,85.04,15,10
2019/9/1,17:14:00,6,180,158,14,7,1,83.69,15,10
2019/9/1,17:29:00,6,214,203,7,3,1,83.8,15,10
2019/9/1,17:44:00,6,228,214,8,3,3,82.63,15,10
2019/9/1,17:59:00,6,232,196,20,9,7,81.77,15,10
2019/9/1,18:14:00,6,259,231,14,9,5,82.93,15,10
2019/9/1,18:29:00,6,262,244,10,2,6,82.36,15,10
2019/9/1,18:44:00,6,244,227,6,4,7,81.94,15,10
2019/9/1,18:59:00,6,235,210,12,8,5,82.76,15,10
2019/9/1,19:14:00,6,209,196,6,2,5,83.71,15,10
2019/9/1,19:29:00,6,205,182,14,2,7,84.27,15,10
2019/9/1,19:44:00,6,161,144,10,3,4,85.07,15,10
2019/9/1,19:59:00,6,168,145,8,5,10,83.9,15,10
2019/9/1,20:14:00,6,172,155,9,3,5,81.95,15,10
2019/9/1,20:29:00,6,145,128,10,5,2,78.73,15,10
2019/9/1,20:44:00,6,146,123,11,6,6,76.17,15,10
2019/9/1,20:59:00,6,128,109,10,2,7,78.84,15,10
2019/9/1,21:14:00,6,116,101,3,8,4,80.57,15,10
2019/9/1,21:29:00,6,110,98,4,1,7,78.85,15,10
2019/9/1,21:44:00,6,114,97,4,3,10,78.36,15,10
2019/9/1,21:59:00,6,82,73,3,3,3,78.85,15,10
2019/9/1,22:14:00,6,84,73,6,2,3,80.59,15,10
2019/9/1,22:29:00,6,62,56,1,4,1,79.42,15,10
2019/9/1,22:44:00,6,70,55,3,6,6,82.25,15,10
2019/9/1,22:59:00,6,59,47,8,1,3,79.29,15,10
2019/9/1,23:14:00,6,46,35,6,2,3,82.52,15,10
2019/9/1,23:29:00,6,39,34,1,0,4,78.06,15,10
2019/9/1,23:44:00,6,29,22,3,1,3,79.44,15,10
2019/9/1,23:59:00,6,27,19,2,5,1,77.21,15,10
2019/9/2,0:14:00,6,24,17,2,0,5,77.86,15,10
2019/9/2,0:29:00,6,28,20,2,1,5,78.2,15,10
2019/9/2,0:44:00,6,20,13,1,2,4,77.75,15,10
2019/9/2,0:59:00,6,18,10,2,1,5,73.75,15,10
2019/9/2,1:14:00,0,12,5,1,2,4,79.06,15,10
2019/9/2,1:29:00,0,16,8,2,2,4,74.86,15,10
2019/9/2,1:44:00,0,13,9,0,0,4,79.85,15,10
2019/9/2,1:59:00,0,14,11,0,1,2,81.99,15,10
2019/9/2,2:14:00,0,20,11,1,2,6,77.22,15,10
2019/9/2,2:29:00,0,21,11,1,3,6,75.21,15,10
2019/9/2,2:44:00,0,14,8,2,1,3,78.25,15,10
2019/9/2,2:59:00,0,18,12,1,0,5,83.63,15,10
2019/9/2,3:14:00,0,23,13,3,3,4,80.56,15,10
2019/9/2,3:29:00,0,22,14,0,1,7,80.15,15,10
2019/9/2,3:44:00,0,42,32,3,2,5,80.87,15,10
2019/9/2,3:59:00,0,65,50,6,3,6,82.8,15,10
2019/9/2,4:14:00,0,48,40,3,5,0,83.99,15,10
2019/9/2,4:29:00,0,76,64,2,3,7,81.98,15,10
2019/9/2,4:44:00,0,106,88,5,6,7,81.61,15,10
2019/9/2,4:59:00,0,125,109,5,6,5,83.59,15,10
2019/9/2,5:14:00,0,172,155,6,6,5,81.61,15,10
2019/9/2,5:29:00,0,231,215,5,6,5,83.37,15,10
2019/9/2,5:44:00,0,316,279,12,15,10,80.47,15,10
2019/9/2,5:59:00,0,342,299,16,17,10,82.45,15,10
2019/9/2,6:14:00,0,378,333,31,10,4,83.07,15,10
2019/9/2,6:29:00,0,417,380,16,16,5,83.12,15,10
2019/9/2,6:44:00,0,400,350,20,19,11,82.26,15,10
2019/9/2,6:59:00,0,463,386,34,28,15,71.15,15,10
2019/9/2,7:14:00,0,503,431,42,16,14,74.74,15,10
2019/9/2,7:29:00,0,480,422,26,22,10,78.26,15,10
2019/9/2,7:44:00,0,493,431,25,24,13,73.21,15,10
2019/9/2,7:59:00,0,500,424,36,27,13,67.5,15,10
2019/9/2,8:14:00,0,484,425,24,25,10,44.49,15,10
2019/9/2,8:29:00,0,533,465,32,23,13,37.35,15,10
2019/9/2,8:44:00,0,537,461,31,32,13,21.15,15,10
2019/9/2,8:59:00,0,509,442,22,31,14,27.83,15,10
2019/9/2,9:14:00,0,377,316,15,31,15,80.5,15,10
2019/9/2,9:29:00,0,327,247,39,26,15,81.83,15,10
2019/9/2,9:44:00,0,264,218,16,21,9,83.65,15,10
2019/9/2,9:59:00,0,278,219,17,29,13,83.1,15,10
2019/9/2,10:14:00,0,221,167,17,25,12,81.09,15,10
2019/9/2,10:29:00,0,199,141,20,25,13,82.67,15,10
2019/9/2,10:44:00,0,207,137,22,29,19,82.59,15,10
2019/9/2,10:59:00,0,218,142,28,29,19,81.5,15,10
2019/9/2,11:14:00,0,191,134,17,27,13,82.61,15,10
2019/9/2,11:29:00,0,198,126,23,29,20,81.76,15,10
2019/9/2,11:44:00,0,241,171,23,31,16,81.52,15,10
2019/9/2,11:59:00,0,233,164,25,32,12,81.7,15,10
2019/9/2,12:14:00,0,256,199,23,23,11,82.47,15,10
2019/9/2,12:29:00,0,254,197,19,22,16,81.93,15,10
2019/9/2,12:44:00,0,257,181,32,31,13,82.32,15,10
2019/9/2,12:59:00,0,255,195,23,23,14,82.87,15,10
2019/9/2,13:14:00,0,305,233,30,30,12,82.12,15,10
2019/9/2,13:29:00,0,300,219,27,39,15,82.61,15,10
2019/9/2,13:44:00,0,242,179,19,30,14,82.98,15,10
2019/9/2,13:59:00,0,275,206,24,28,17,82.24,15,10
2019/9/2,14:14:00,0,247,172,32,29,14,82.93,15,10
2019/9/2,14:29:00,0,245,178,26,28,13,82.56,15,10
2019/9/2,14:44:00,0,240,182,20,32,6,83.8,15,10
2019/9/2,14:59:00,0,258,190,20,40,8,82.01,15,10
2019/9/2,15:14:00,0,263,193,23,31,16,82.04,15,10
2019/9/2,15:29:00,0,279,203,31,29,16,83.59,15,10
2019/9/2,15:44:00,0,287,212,27,32,16,84.11,15,10
2019/9/2,15:59:00,0,306,246,18,34,8,83.13,15,10
2019/9/2,16:14:00,0,349,287,28,25,9,84.04,15,10
2019/9/2,16:29:00,0,339,269,32,28,10,84.72,15,10
2019/9/2,16:44:00,0,350,274,31,31,14,84.79,15,10
2019/9/2,16:59:00,0,340,277,29,23,11,83.05,15,10
2019/9/2,17:14:00,0,351,284,29,26,12,84.52,15,10
2019/9/2,17:29:00,0,281,247,14,10,10,85.16,15,10
2019/9/2,17:44:00,0,393,350,18,20,5,84.29,15,10
2019/9/2,17:59:00,0,379,327,20,19,13,84.95,15,10
2019/9/2,18:14:00,0,435,372,25,30,8,83.27,15,10
2019/9/2,18:29:00,0,433,369,29,19,16,83.67,15,10
2019/9/2,18:44:00,0,433,366,31,21,15,81.56,15,10
2019/9/2,18:59:00,0,355,311,20,14,10,82.05,15,10
2019/9/2,19:14:00,0,277,227,20,11,19,81.81,15,10
2019/9/2,19:29:00,0,245,208,17,7,13,84.48,15,10
2019/9/2,19:44:00,0,208,173,14,12,9,82.56,15,10
2019/9/2,19:59:00,0,169,134,17,9,9,82.93,15,10
2019/9/2,20:14:00,0,157,123,12,14,8,81.29,15,10
2019/9/2,20:29:00,0,140,110,13,9,8,78.25,15,10
2019/9/2,20:44:00,0,147,111,12,16,8,81.09,15,10
2019/9/2,20:59:00,0,106,86,2,7,11,80.59,15,10
2019/9/2,21:14:00,0,133,100,13,6,14,80.66,15,10
2019/9/2,21:29:00,0,121,85,6,7,23,79.86,15,10
2019/9/2,21:44:00,0,116,95,6,3,12,78.11,15,10
2019/9/2,21:59:00,0,112,84,8,4,16,77.67,15,10
2019/9/2,22:14:00,0,97,76,7,4,10,78.23,15,10
2019/9/2,22:29:00,0,89,71,4,7,7,77.68,15,10
2019/9/2,22:44:00,0,74,50,3,6,15,77.42,15,10
2019/9/2,22:59:00,0,108,91,8,3,6,76.84,15,10
2019/9/2,23:14:00,0,98,86,3,3,6,79.23,15,10
2019/9/2,23:29:00,0,57,46,3,3,5,77.08,15,10
2019/9/2,23:44:00,0,60,46,2,3,9,79.14,15,10
2019/9/2,23:59:00,0,47,33,5,3,6,79.37,15,10
2019/9/3,0:14:00,0,32,20,1,6,5,79.77,15,10
2019/9/3,0:29:00,0,22,8,1,4,9,78.46,15,10
2019/9/3,0:44:00,0,23,15,0,2,6,74.66,15,10
2019/9/3,0:59:00,0,14,7,2,0,5,81.35,15,10
2019/9/3,1:14:00,1,19,5,3,7,4,77.48,15,10
2019/9/3,1:29:00,1,18,10,0,0,8,80.28,15,10
2019/9/3,1:44:00,1,15,11,1,0,3,79.89,15,10
2019/9/3,1:59:00,1,20,13,0,1,6,72.53,15,10
2019/9/3,2:14:00,1,17,9,0,3,5,76.48,15,10
2019/9/3,2:29:00,1,14,5,0,4,5,79.35,15,10
2019/9/3,2:44:00,1,25,13,2,4,6,80.85,15,10
2019/9/3,2:59:00,1,22,15,0,1,6,81,15,10
2019/9/3,3:14:00,1,26,12,3,2,9,81.34,15,10
2019/9/3,3:29:00,1,34,18,4,4,8,78.81,15,10
2019/9/3,3:44:00,1,37,21,3,6,7,76.99,15,10
2019/9/3,3:59:00,1,56,46,0,3,7,81.62,15,10
2019/9/3,4:14:00,1,65,54,2,6,3,80.51,15,10
2019/9/3,4:29:00,1,65,52,3,3,7,78.1,15,10
2019/9/3,4:44:00,1,120,102,4,5,9,83.09,15,10
2019/9/3,4:59:00,1,134,112,7,4,11,82.6,15,10
2019/9/3,5:14:00,1,168,135,8,9,16,81.77,15,10
2019/9/3,5:29:00,1,196,174,7,7,8,83.53,15,10
2019/9/3,5:44:00,1,282,247,9,9,17,81.76,15,10
2019/9/3,5:59:00,1,288,247,14,12,15,83.56,15,10
2019/9/3,6:14:00,1,314,274,15,13,12,83.74,15,10
2019/9/3,6:29:00,1,382,332,18,20,12,83.91,15,10
2019/9/3,6:44:00,1,402,346,27,15,14,82.62,15,10
2019/9/3,6:59:00,1,463,400,21,24,18,84.19,15,10
2019/9/3,7:14:00,1,520,441,42,23,14,82.79,15,10
2019/9/3,7:29:00,1,522,443,30,33,16,80.92,15,10
2019/9/3,7:44:00,1,583,508,34,28,13,79.86,15,10
2019/9/3,7:59:00,1,611,538,39,22,12,77.35,15,10
2019/9/3,8:14:00,1,562,475,37,31,19,79.1,15,10
2019/9/3,8:29:00,1,529,463,27,31,8,72.62,15,10
2019/9/3,8:44:00,1,585,518,26,22,19,79.44,15,10
2019/9/3,8:59:00,1,458,399,28,20,11,82.01,15,10
2019/9/3,9:14:00,1,393,339,19,30,5,82.81,15,10
2019/9/3,9:29:00,1,359,289,31,28,11,81.86,15,10
2019/9/3,9:44:00,1,285,220,29,25,11,81.94,15,10
2019/9/3,9:59:00,1,262,200,24,28,10,83.16,15,10
2019/9/3,10:14:00,1,219,159,17,30,13,81.17,15,10
2019/9/3,10:29:00,1,221,152,21,36,12,83.58,15,10
2019/9/3,10:44:00,1,190,143,20,18,9,85.83,15,10
2019/9/3,10:59:00,1,230,157,27,31,15,83,15,10
2019/9/3,11:14:00,1,241,161,38,26,16,82.6,15,10
2019/9/3,11:29:00,1,212,136,26,33,17,81.52,15,10
2019/9/3,11:44:00,1,247,161,30,38,18,81.81,15,10
2019/9/3,11:59:00,1,236,175,21,28,12,83.73,15,10
2019/9/3,12:14:00,1,240,167,36,28,9,84.88,15,10
2019/9/3,12:29:00,1,225,153,24,35,13,83.36,15,10
2019/9/3,12:44:00,1,257,195,13,27,22,84.48,15,10
2019/9/3,12:59:00,1,262,189,27,37,9,82.92,15,10
2019/9/3,13:14:00,1,293,219,36,29,9,82.81,15,10
2019/9/3,13:29:00,1,269,212,18,31,8,83.44,15,10
2019/9/3,13:44:00,1,284,214,33,24,13,83.46,15,10
2019/9/3,13:59:00,1,229,152,24,40,13,82.54,15,10
2019/9/3,14:14:00,1,254,188,21,31,14,81.89,15,10
2019/9/3,14:29:00,1,219,162,12,36,9,84.54,15,10
2019/9/3,14:44:00,1,227,166,13,36,12,83.22,15,10
2019/9/3,14:59:00,1,272,197,22,46,7,82.26,15,10
2019/9/3,15:14:00,1,272,198,22,40,12,82.89,15,10
2019/9/3,15:29:00,1,258,188,22,33,15,82.07,15,10
2019/9/3,15:44:00,1,262,189,27,36,10,83.32,15,10
2019/9/3,15:59:00,1,281,214,25,30,12,83.29,15,10
2019/9/3,16:14:00,1,280,215,25,22,18,84.5,15,10
2019/9/3,16:29:00,1,335,273,30,18,14,84.73,15,10
2019/9/3,16:44:00,1,297,239,24,23,11,84.84,15,10
2019/9/3,16:59:00,1,303,234,35,23,11,84.09,15,10
2019/9/3,17:14:00,1,355,299,22,20,14,85.8,15,10
2019/9/3,17:29:00,1,351,297,32,14,8,83.32,15,10
2019/9/3,17:44:00,1,429,380,20,17,12,84.71,15,10
2019/9/3,17:59:00,1,406,353,23,18,12,83.7,15,10
2019/9/3,18:14:00,1,495,436,27,18,14,71.52,15,10
2019/9/3,18:29:00,1,398,345,14,28,11,75.86,15,10
2019/9/3,18:44:00,1,408,359,21,14,14,82.6,15,10
2019/9/3,18:59:00,1,357,308,33,8,8,81.83,15,10
2019/9/3,19:14:00,1,287,235,21,17,14,82.94,15,10
2019/9/3,19:29:00,1,279,237,10,14,18,82.52,15,10
2019/9/3,19:44:00,1,211,174,17,10,10,83.88,15,10
2019/9/3,19:59:00,1,179,147,10,12,10,81.88,15,10
2019/9/3,20:14:00,1,165,138,11,10,6,81.47,15,10
2019/9/3,20:29:00,1,163,136,10,10,7,79.09,15,10
2019/9/3,20:44:00,1,170,129,14,11,16,78.45,15,10
2019/9/3,20:59:00,1,134,111,7,9,7,78.61,15,10
2019/9/3,21:14:00,1,132,96,9,12,15,79.52,15,10
2019/9/3,21:29:00,1,132,109,8,3,12,79.9,15,10
2019/9/3,21:44:00,1,123,86,12,7,18,80.8,15,10
2019/9/3,21:59:00,1,104,77,9,5,13,78.53,15,10
2019/9/3,22:14:00,1,95,75,5,7,8,78.95,15,10
2019/9/3,22:29:00,1,120,103,9,2,6,75.56,15,10
2019/9/3,22:44:00,1,128,109,5,5,9,74.24,15,10
2019/9/3,22:59:00,1,97,72,6,5,14,76.34,15,10
2019/9/3,23:14:00,1,94,75,5,7,7,74.55,15,10
2019/9/3,23:29:00,1,79,56,2,5,16,76.39,15,10
2019/9/3,23:44:00,1,40,28,5,3,4,76.04,15,10
2019/9/3,23:59:00,1,43,30,4,2,7,77.85,15,10
2019/9/4,0:14:00,1,25,21,3,0,1,78.34,15,10
2019/9/4,0:29:00,1,29,10,2,6,11,75.29,15,10
2019/9/4,0:44:00,1,18,10,2,2,4,74.34,15,10
2019/9/4,0:59:00,1,20,12,0,0,8,78.69,15,10
2019/9/4,1:14:00,2,23,13,0,5,5,75.86,15,10
2019/9/4,1:29:00,2,20,9,3,3,5,72.43,15,10
2019/9/4,1:44:00,2,18,8,1,3,6,77.6,15,10
2019/9/4,1:59:00,2,13,7,0,3,3,73.32,15,10
2019/9/4,2:14:00,2,17,10,1,2,4,74.23,15,10
2019/9/4,2:29:00,2,18,4,1,8,5,76.99,15,10
2019/9/4,2:44:00,2,18,7,2,4,5,74.85,15,10
2019/9/4,2:59:00,2,30,18,3,0,9,76.81,15,10
2019/9/4,3:14:00,2,15,9,1,2,3,79.26,15,10
2019/9/4,3:29:00,2,44,31,2,3,8,75.01,15,10
2019/9/4,3:44:00,2,34,25,0,3,6,72.84,15,10
2019/9/4,3:59:00,2,67,50,3,8,6,79.17,15,10
2019/9/4,4:14:00,2,62,52,1,2,7,78.87,15,10
2019/9/4,4:29:00,2,90,70,4,7,9,79.37,15,10
2019/9/4,4:44:00,2,121,97,8,8,8,78.5,15,10
2019/9/4,4:59:00,2,129,104,3,6,16,76.41,15,10
2019/9/4,5:14:00,2,150,134,5,10,1,79.26,15,10
2019/9/4,5:29:00,2,208,180,11,9,8,78.85,15,10
2019/9/4,5:44:00,2,259,237,8,8,6,77.82,15,10
2019/9/4,5:59:00,2,264,225,13,13,13,78.38,15,10
2019/9/4,6:14:00,2,281,236,19,15,11,80.7,15,10
2019/9/4,6:29:00,2,329,272,26,17,14,81.96,15,10
2019/9/4,6:44:00,2,389,329,23,19,18,80.47,15,10
2019/9/4,6:59:00,2,461,387,36,27,11,81.56,15,10
2019/9/4,7:14:00,2,484,414,30,22,18,76.59,15,10
2019/9/4,7:29:00,2,510,436,35,22,17,76.86,15,10
2019/9/4,7:44:00,2,556,478,33,28,17,71.19,15,10
2019/9/4,7:59:00,2,606,527,29,34,16,73.87,15,10
2019/9/4,8:14:00,2,599,527,38,24,10,74.72,15,10
2019/9/4,8:29:00,2,550,485,21,26,18,77.51,15,10
2019/9/4,8:44:00,2,609,536,42,23,8,73.54,15,10
2019/9/4,8:59:00,2,602,534,33,23,12,76.95,15,10
2019/9/4,9:14:00,2,434,369,21,30,14,78.42,15,10
2019/9/4,9:29:00,2,366,282,26,34,24,79.35,15,10
2019/9/4,9:44:00,2,326,251,34,29,12,81.3,15,10
2019/9/4,9:59:00,2,299,240,24,20,15,83.07,15,10
2019/9/4,10:14:00,2,286,199,26,41,20,82.4,15,10
2019/9/4,10:29:00,2,227,162,20,29,16,83.26,15,10
2019/9/4,10:44:00,2,197,138,24,22,13,81.91,15,10
2019/9/4,10:59:00,2,211,143,25,28,15,84.61,15,10
2019/9/4,11:14:00,2,184,126,23,23,12,82.71,15,10
2019/9/4,11:29:00,2,200,128,28,32,12,83.22,15,10
2019/9/4,11:44:00,2,201,138,23,23,17,82.03,15,10
2019/9/4,11:59:00,2,204,144,19,24,17,83.55,15,10
2019/9/4,12:14:00,2,236,180,18,21,17,83.57,15,10
2019/9/4,12:29:00,2,233,162,15,40,16,84.66,15,10
2019/9/4,12:44:00,2,268,188,27,34,19,84.66,15,10
2019/9/4,12:59:00,2,269,207,20,31,11,82.14,15,10
2019/9/4,13:14:00,2,256,192,27,30,7,84.38,15,10
2019/9/4,13:29:00,2,277,203,25,34,15,83.07,15,10
2019/9/4,13:44:00,2,260,192,20,33,15,83.93,15,10
2019/9/4,13:59:00,2,243,173,21,39,10,83.39,15,10
2019/9/4,14:14:00,2,243,170,23,35,15,83.6,15,10
2019/9/4,14:29:00,2,222,154,25,32,11,83.9,15,10
2019/9/4,14:44:00,2,248,186,23,26,13,81.95,15,10
2019/9/4,14:59:00,2,277,192,29,39,17,83.43,15,10
2019/9/4,15:14:00,2,262,192,24,32,14,83.27,15,10
2019/9/4,15:29:00,2,277,196,27,37,17,85,15,10
2019/9/4,15:44:00,2,287,228,14,38,7,81.57,15,10
2019/9/4,15:59:00,2,331,243,33,38,17,84.16,15,10
2019/9/4,16:14:00,2,318,247,29,27,15,83.28,15,10
2019/9/4,16:29:00,2,314,255,19,29,11,85.74,15,10
2019/9/4,16:44:00,2,302,241,20,30,11,84.13,15,10
2019/9/4,16:59:00,2,350,278,34,25,13,84.16,15,10
2019/9/4,17:14:00,2,355,293,25,28,9,83.72,15,10
2019/9/4,17:29:00,2,363,314,16,25,8,84.15,15,10
2019/9/4,17:44:00,2,393,351,19,10,13,84.5,15,10
2019/9/4,17:59:00,2,400,350,18,22,10,84.23,15,10
2019/9/4,18:14:00,2,427,380,23,16,8,83.95,15,10
2019/9/4,18:29:00,2,371,313,32,12,14,83.77,15,10
2019/9/4,18:44:00,2,352,302,24,14,12,82.83,15,10
2019/9/4,18:59:00,2,304,258,21,13,12,85.18,15,10
2019/9/4,19:14:00,2,221,175,21,15,10,83.11,15,10
2019/9/4,19:29:00,2,237,195,14,14,14,84.26,15,10
2019/9/4,19:44:00,2,229,192,16,11,10,83.59,15,10
2019/9/4,19:59:00,2,179,143,13,10,13,80.87,15,10
2019/9/4,20:14:00,2,166,136,11,10,9,79.67,15,10
2019/9/4,20:29:00,2,158,123,17,10,8,80.09,15,10
2019/9/4,20:44:00,2,184,134,16,12,22,80.07,15,10
2019/9/4,20:59:00,2,149,114,8,14,13,77.57,15,10
2019/9/4,21:14:00,2,121,95,8,5,13,79.39,15,10
2019/9/4,21:29:00,2,118,95,6,6,11,79.31,15,10
2019/9/4,21:44:00,2,149,118,13,7,11,77.34,15,10
2019/9/4,21:59:00,2,112,83,8,5,16,81.13,15,10
2019/9/4,22:14:00,2,122,88,15,6,13,75.54,15,10
2019/9/4,22:29:00,2,150,133,2,5,10,74.53,15,10
2019/9/4,22:44:00,2,146,121,12,4,9,74.02,15,10
2019/9/4,22:59:00,2,126,100,14,4,8,73.6,15,10
2019/9/4,23:14:00,2,77,64,4,1,8,78.3,15,10
2019/9/4,23:29:00,2,64,46,5,5,8,77.73,15,10
2019/9/4,23:44:00,2,42,32,1,6,3,78.61,15,10
2019/9/4,23:59:00,2,37,26,0,4,7,79.87,15,10
2019/9/5,0:14:00,2,30,18,3,2,7,81.37,15,10
2019/9/5,0:29:00,2,25,17,1,0,7,77.49,15,10
2019/9/5,0:44:00,2,25,9,5,3,8,76.84,15,10
2019/9/5,0:59:00,2,16,8,1,5,2,83.75,15,10
2019/9/5,1:14:00,3,20,13,1,1,5,75.57,15,10
2019/9/5,1:29:00,3,14,4,0,3,7,71.3,15,10
2019/9/5,1:44:00,3,16,5,2,5,4,74.33,15,10
2019/9/5,1:59:00,3,14,6,2,1,5,88.76,15,10
2019/9/5,2:14:00,3,24,9,2,4,9,79.84,15,10
2019/9/5,2:29:00,3,16,6,1,3,6,78.59,15,10
2019/9/5,2:44:00,3,16,12,1,1,2,73.95,15,10
2019/9/5,2:59:00,3,31,14,3,7,7,81.31,15,10
2019/9/5,3:14:00,3,30,17,2,3,8,79.38,15,10
2019/9/5,3:29:00,3,37,21,3,4,9,80.36,15,10
2019/9/5,3:44:00,3,51,36,3,3,9,78.01,15,10
2019/9/5,3:59:00,3,56,45,4,3,4,81.07,15,10
2019/9/5,4:14:00,3,51,37,3,4,7,82.41,15,10
2019/9/5,4:29:00,3,98,72,5,11,10,82.11,15,10
2019/9/5,4:44:00,3,120,99,6,6,9,82.42,15,10
2019/9/5,4:59:00,3,139,111,6,10,12,82.79,15,10
2019/9/5,5:14:00,3,172,141,8,13,10,82.5,15,10
2019/9/5,5:29:00,3,213,186,9,7,11,83.28,15,10
2019/9/5,5:44:00,3,276,239,13,14,10,82.32,15,10
2019/9/5,5:59:00,3,249,207,14,9,19,84.1,15,10
2019/9/5,6:14:00,3,287,245,26,9,7,84.89,15,10
2019/9/5,6:29:00,3,367,321,22,13,11,85.17,15,10
2019/9/5,6:44:00,3,436,358,47,21,10,82.93,15,10
2019/9/5,6:59:00,3,456,376,32,28,20,81.24,15,10
2019/9/5,7:14:00,3,479,407,37,24,11,80.16,15,10
2019/9/5,7:29:00,3,555,476,39,31,9,78.39,15,10
2019/9/5,7:44:00,3,592,513,32,30,17,77.62,15,10
2019/9/5,7:59:00,3,648,567,35,30,16,74.01,15,10
