MIDAS ID, Legacy MIDAS ID, Site Name,,,,,,,,
2019/9/1,15:59:00,6,139,130,7,1,1,70.53,15,10
2019/9/1,16:14:00,6,116,105,7,2,2,68.29,15,10
2019/9/1,16:29:00,6,99,90,5,0,4,70.91,15,10
2019/9/1,16:44:00,6,135,120,12,0,3,69.01,15,10
2019/9/1,16:59:00,6,138,127,9,0,2,69.95,15,10
2019/9/1,17:14:00,6,126,117,7,0,2,68.2,15,10
2019/9/1,17:29:00,6,141,136,4,1,0,69.29,15,10
2019/9/1,17:44:00,6,140,130,7,2,1,68.51,15,10
2019/9/1,17:59:00,6,160,143,13,2,2,70.46,15,10
2019/9/1,18:14:00,6,155,149,3,0,3,68.17,15,10
2019/9/1,18:29:00,6,179,170,8,0,1,68.56,15,10
2019/9/1,18:44:00,6,153,140,7,1,5,71.78,15,10
2019/9/1,18:59:00,6,151,138,11,0,2,68.19,15,10
2019/9/1,19:14:00,6,150,137,10,0,3,68.3,15,10
2019/9/1,19:29:00,6,133,118,13,0,2,66.64,15,10
2019/9/1,19:44:00,6,105,97,3,2,3,66.8,15,10
2019/9/1,19:59:00,6,105,96,9,0,0,71.85,15,10
2019/9/1,20:14:00,6,98,88,7,1,2,69.55,15,10
2019/9/1,20:29:00,6,89,84,4,0,1,68.31,15,10
2019/9/1,20:44:00,6,83,71,8,0,4,64.79,15,10
2019/9/1,20:59:00,6,72,66,4,0,2,68.92,15,10
2019/9/1,21:14:00,6,53,46,3,2,2,67.96,15,10
2019/9/1,21:29:00,6,50,48,1,0,1,65.49,15,10
2019/9/1,21:44:00,6,50,44,4,1,1,68.12,15,10
2019/9/1,21:59:00,6,36,31,3,0,2,66.6,15,10
2019/9/1,22:14:00,6,35,32,2,0,1,65.43,15,10
2019/9/1,22:29:00,6,39,38,1,0,0,64.57,15,10
2019/9/1,22:44:00,6,39,38,0,0,1,69.94,15,10
2019/9/1,22:59:00,6,21,21,0,0,0,61.32,15,10
2019/9/1,23:14:00,6,22,17,3,0,2,69.17,15,10
2019/9/1,23:29:00,6,11,10,0,0,1,64.62,15,10
2019/9/1,23:44:00,6,15,13,1,1,0,65.95,15,10
2019/9/1,23:59:00,6,13,11,2,0,0,68.97,15,10
2019/9/2,0:14:00,6,15,14,0,0,1,63.87,15,10
2019/9/2,0:29:00,6,2,2,0,0,0,71.88,15,10
2019/9/2,0:44:00,6,6,4,0,0,2,62.56,15,10
2019/9/2,0:59:00,6,6,6,0,0,0,68.94,15,10
2019/9/2,1:14:00,0,3,3,0,0,0,62.78,15,10
2019/9/2,1:29:00,0,2,2,0,0,0,67.47,15,10
2019/9/2,1:44:00,0,3,3,0,0,0,62.61,15,10
2019/9/2,1:59:00,0,5,5,0,0,0,84.24,15,10
2019/9/2,2:14:00,0,2,2,0,0,0,69.48,15,10
2019/9/2,2:29:00,0,6,6,0,0,0,69.25,15,10
2019/9/2,2:44:00,0,3,3,0,0,0,60.6,15,10
2019/9/2,2:59:00,0,4,4,0,0,0,72.91,15,10
2019/9/2,3:14:00,0,16,15,1,0,0,75.58,15,10
2019/9/2,3:29:00,0,15,15,0,0,0,80.21,15,10
2019/9/2,3:44:00,0,24,22,1,0,1,76.72,15,10
2019/9/2,3:59:00,0,37,32,2,1,2,77.05,15,10
2019/9/2,4:14:00,0,73,71,1,0,1,79.04,15,10
2019/9/2,4:29:00,0,82,78,3,0,1,74.54,15,10
2019/9/2,4:44:00,0,101,99,2,0,0,75.16,15,10
2019/9/2,4:59:00,0,151,147,4,0,0,71.49,15,10
2019/9/2,5:14:00,0,214,205,8,0,1,70.49,15,10
2019/9/2,5:29:00,0,272,260,11,0,1,71.04,15,10
2019/9/2,5:44:00,0,166,81,32,36,17,6.88,15,10
2019/9/2,5:59:00,0,114,59,19,18,18,4.03,15,10
2019/9/2,6:14:00,0,106,40,18,25,23,3.78,15,10
2019/9/2,6:29:00,0,111,46,18,19,28,4.08,15,10
2019/9/2,6:44:00,0,166,98,42,18,8,11.65,15,10
2019/9/2,6:59:00,0,177,159,14,2,2,72.01,15,10
2019/9/2,7:14:00,0,183,168,11,1,3,69.54,15,10
2019/9/2,7:29:00,0,213,191,22,0,0,70.45,15,10
2019/9/2,7:44:00,0,224,212,9,2,1,70.45,15,10
2019/9/2,7:59:00,0,230,218,8,2,2,70.34,15,10
2019/9/2,8:14:00,0,213,200,8,1,4,71.52,15,10
2019/9/2,8:29:00,0,248,233,13,0,2,71.55,15,10
2019/9/2,8:44:00,0,221,143,39,27,12,15.01,15,10
2019/9/2,8:59:00,0,213,147,43,18,5,22.43,15,10
2019/9/2,9:14:00,0,153,142,6,1,4,71.27,15,10
2019/9/2,9:29:00,0,136,125,11,0,0,70.94,15,10
2019/9/2,9:44:00,0,205,176,26,1,2,71.5,15,10
2019/9/2,9:59:00,0,163,148,11,1,3,70.87,15,10
2019/9/2,10:14:00,0,155,137,14,2,2,71.29,15,10
2019/9/2,10:29:00,0,151,140,8,0,3,72.48,15,10
2019/9/2,10:44:00,0,147,139,5,0,3,73.09,15,10
2019/9/2,10:59:00,0,134,123,9,0,2,72.46,15,10
2019/9/2,11:14:00,0,135,126,6,1,2,71.09,15,10
2019/9/2,11:29:00,0,135,123,10,0,2,72.46,15,10
2019/9/2,11:44:00,0,153,139,12,1,1,71.76,15,10
2019/9/2,11:59:00,0,181,167,11,1,2,71.02,15,10
2019/9/2,12:14:00,0,177,167,5,1,4,71.87,15,10
2019/9/2,12:29:00,0,169,151,12,3,3,69.42,15,10
2019/9/2,12:44:00,0,178,162,12,2,2,68.81,15,10
2019/9/2,12:59:00,0,189,178,9,1,1,69.6,15,10
2019/9/2,13:14:00,0,188,174,11,0,3,69.72,15,10
2019/9/2,13:29:00,0,177,162,11,2,2,70.78,15,10
2019/9/2,13:44:00,0,181,170,8,0,3,70.88,15,10
2019/9/2,13:59:00,0,167,156,6,2,3,68.2,15,10
2019/9/2,14:14:00,0,154,128,21,1,4,71.77,15,10
2019/9/2,14:29:00,0,144,132,9,1,2,70.57,15,10
2019/9/2,14:44:00,0,147,135,11,0,1,69.87,15,10
2019/9/2,14:59:00,0,129,116,8,2,3,72.41,15,10
2019/9/2,15:14:00,0,129,112,15,0,2,71.93,15,10
2019/9/2,15:29:00,0,163,155,4,1,3,70.34,15,10
2019/9/2,15:44:00,0,158,145,9,3,1,69.46,15,10
2019/9/2,15:59:00,0,162,145,11,4,2,71.36,15,10
2019/9/2,16:14:00,0,180,159,18,2,1,70.12,15,10
2019/9/2,16:29:00,0,196,173,17,3,3,72.33,15,10
2019/9/2,16:44:00,0,172,159,10,1,2,71.36,15,10
2019/9/2,16:59:00,0,186,166,13,0,7,68.87,15,10
2019/9/2,17:14:00,0,149,131,13,3,2,72.48,15,10
2019/9/2,17:29:00,0,124,115,8,1,0,73.21,15,10
2019/9/2,17:44:00,0,129,117,10,2,0,71.53,15,10
2019/9/2,17:59:00,0,168,150,14,1,3,72.69,15,10
2019/9/2,18:14:00,0,183,170,9,1,3,70.71,15,10
2019/9/2,18:29:00,0,199,181,12,3,3,69.5,15,10
2019/9/2,18:44:00,0,191,174,9,4,4,70.53,15,10
2019/9/2,18:59:00,0,153,142,10,0,1,69.16,15,10
2019/9/2,19:14:00,0,141,123,13,2,3,68.13,15,10
2019/9/2,19:29:00,0,143,133,8,1,1,71.4,15,10
2019/9/2,19:44:00,0,112,103,7,0,2,73.23,15,10
2019/9/2,19:59:00,0,87,81,4,1,1,69.01,15,10
2019/9/2,20:14:00,0,79,71,6,0,2,70.6,15,10
2019/9/2,20:29:00,0,49,44,3,0,2,69.64,15,10
2019/9/2,20:44:00,0,50,45,4,0,1,70.51,15,10
2019/9/2,20:59:00,0,52,48,1,0,3,68.77,15,10
2019/9/2,21:14:00,0,49,43,3,1,2,67.44,15,10
2019/9/2,21:29:00,0,61,56,3,1,1,68.39,15,10
2019/9/2,21:44:00,0,58,49,6,1,2,66.63,15,10
2019/9/2,21:59:00,0,59,54,4,0,1,68.04,15,10
2019/9/2,22:14:00,0,49,41,7,0,1,66.58,15,10
2019/9/2,22:29:00,0,34,33,1,0,0,67.03,15,10
2019/9/2,22:44:00,0,23,20,3,0,0,61.44,15,10
2019/9/2,22:59:00,0,1,1,0,0,0,71,15,10
2019/9/2,23:14:00,0,0,0,0,0,0,0,15,10
2019/9/2,23:29:00,0,0,0,0,0,0,0,15,10
2019/9/2,23:44:00,0,0,0,0,0,0,0,15,10
2019/9/2,23:59:00,0,1,0,0,1,0,11,15,10
2019/9/3,0:14:00,0,4,0,1,2,1,4.94,15,10
2019/9/3,0:29:00,0,1,0,0,1,0,10,15,10
2019/9/3,0:44:00,0,6,1,2,3,0,2.95,15,10
2019/9/3,0:59:00,0,5,0,0,3,2,8.84,15,10
2019/9/3,1:14:00,1,3,0,0,3,0,2.69,15,10
2019/9/3,1:29:00,1,8,2,1,3,2,8.5,15,10
2019/9/3,1:44:00,1,1,0,0,1,0,16,15,10
2019/9/3,1:59:00,1,8,4,3,0,1,4.66,15,10
2019/9/3,2:14:00,1,14,12,2,0,0,7.33,15,10
2019/9/3,2:29:00,1,3,1,1,1,0,13.15,15,10
2019/9/3,2:44:00,1,2,2,0,0,0,28.14,15,10
2019/9/3,2:59:00,1,2,0,0,2,0,22,15,10
2019/9/3,3:14:00,1,1,1,0,0,0,67,15,10
2019/9/3,3:29:00,1,17,17,0,0,0,75.96,15,10
2019/9/3,3:44:00,1,19,18,0,0,1,79.18,15,10
2019/9/3,3:59:00,1,34,33,0,1,0,80.62,15,10
2019/9/3,4:14:00,1,54,52,1,0,1,77.91,15,10
2019/9/3,4:29:00,1,79,79,0,0,0,76.74,15,10
2019/9/3,4:44:00,1,90,87,3,0,0,75.68,15,10
2019/9/3,4:59:00,1,132,128,4,0,0,71.95,15,10
2019/9/3,5:14:00,1,173,170,3,0,0,72.01,15,10
2019/9/3,5:29:00,1,264,251,11,0,2,70.78,15,10
2019/9/3,5:44:00,1,214,206,7,0,1,69.85,15,10
2019/9/3,5:59:00,1,186,115,42,16,13,25.09,15,10
2019/9/3,6:14:00,1,143,93,25,18,7,15.29,15,10
2019/9/3,6:29:00,1,160,147,10,0,3,73.89,15,10
2019/9/3,6:44:00,1,194,183,8,2,1,74.15,15,10
2019/9/3,6:59:00,1,193,177,15,0,1,72.43,15,10
2019/9/3,7:14:00,1,201,191,8,0,2,71.47,15,10
2019/9/3,7:29:00,1,231,218,12,1,0,72.24,15,10
2019/9/3,7:44:00,1,217,202,10,2,3,71.75,15,10
2019/9/3,7:59:00,1,224,213,9,1,1,73.07,15,10
2019/9/3,8:14:00,1,214,205,3,3,3,71,15,10
2019/9/3,8:29:00,1,199,188,8,1,2,72.41,15,10
2019/9/3,8:44:00,1,252,239,9,2,2,71.02,15,10
2019/9/3,8:59:00,1,193,185,5,0,3,72.42,15,10
2019/9/3,9:14:00,1,163,144,15,1,3,71.68,15,10
2019/9/3,9:29:00,1,147,134,8,2,3,72.8,15,10
2019/9/3,9:44:00,1,134,117,15,0,2,74.47,15,10
2019/9/3,9:59:00,1,122,115,7,0,0,70.99,15,10
2019/9/3,10:14:00,1,145,133,8,1,3,72.35,15,10
2019/9/3,10:29:00,1,150,133,12,1,4,71.51,15,10
2019/9/3,10:44:00,1,126,119,6,0,1,73.12,15,10
2019/9/3,10:59:00,1,130,125,4,0,1,72.05,15,10
2019/9/3,11:14:00,1,129,119,7,1,2,72.44,15,10
2019/9/3,11:29:00,1,125,117,6,0,2,71.16,15,10
2019/9/3,11:44:00,1,155,143,10,0,2,70.46,15,10
2019/9/3,11:59:00,1,158,140,14,0,4,71.04,15,10
2019/9/3,12:14:00,1,132,124,6,0,2,73.39,15,10
2019/9/3,12:29:00,1,159,148,8,1,2,72.5,15,10
2019/9/3,12:44:00,1,138,130,3,3,2,71.74,15,10
2019/9/3,12:59:00,1,134,127,4,0,3,72.69,15,10
2019/9/3,13:14:00,1,129,123,4,0,2,70.05,15,10
2019/9/3,13:29:00,1,150,141,8,0,1,72.32,15,10
2019/9/3,13:44:00,1,144,137,4,0,3,71.09,15,10
2019/9/3,13:59:00,1,98,93,3,0,2,71.38,15,10
2019/9/3,14:14:00,1,95,89,4,1,1,72.73,15,10
2019/9/3,14:29:00,1,121,112,7,0,2,69.44,15,10
2019/9/3,14:44:00,1,107,100,4,0,3,71.11,15,10
2019/9/3,14:59:00,1,107,99,5,0,3,68.96,15,10
2019/9/3,15:14:00,1,107,100,5,0,2,72.43,15,10
2019/9/3,15:29:00,1,96,88,6,1,1,70.79,15,10
2019/9/3,15:44:00,1,119,115,2,1,1,68.85,15,10
2019/9/3,15:59:00,1,159,147,8,3,1,68.46,15,10
2019/9/3,16:14:00,1,151,138,6,2,5,69.59,15,10
2019/9/3,16:29:00,1,148,131,11,3,3,69.58,15,10
2019/9/3,16:44:00,1,227,199,20,3,5,67.38,15,10
2019/9/3,16:59:00,1,200,177,16,2,5,69.75,15,10
2019/9/3,17:14:00,1,132,119,9,2,2,70.42,15,10
2019/9/3,17:29:00,1,168,159,7,1,1,69.93,15,10
2019/9/3,17:44:00,1,176,168,5,1,2,69.6,15,10
2019/9/3,17:59:00,1,164,146,13,1,4,67.77,15,10
2019/9/3,18:14:00,1,244,229,12,0,3,67.7,15,10
2019/9/3,18:29:00,1,191,184,6,0,1,69.08,15,10
2019/9/3,18:44:00,1,168,151,11,2,4,69.83,15,10
2019/9/3,18:59:00,1,128,115,12,0,1,70.42,15,10
2019/9/3,19:14:00,1,102,96,5,0,1,69.55,15,10
2019/9/3,19:29:00,1,101,92,7,0,2,68.9,15,10
2019/9/3,19:44:00,1,73,66,3,1,3,71.09,15,10
2019/9/3,19:59:00,1,84,79,4,1,0,67.6,15,10
2019/9/3,20:14:00,1,68,62,4,0,2,68.86,15,10
2019/9/3,20:29:00,1,61,55,5,0,1,69.48,15,10
2019/9/3,20:44:00,1,56,47,7,0,2,70.87,15,10
2019/9/3,20:59:00,1,53,50,3,0,0,65.8,15,10
2019/9/3,21:14:00,1,56,52,2,0,2,68.79,15,10
2019/9/3,21:29:00,1,61,58,1,1,1,68.91,15,10
2019/9/3,21:44:00,1,55,51,1,0,3,68.05,15,10
2019/9/3,21:59:00,1,56,49,6,0,1,69.25,15,10
2019/9/3,22:14:00,1,40,39,1,0,0,64.64,15,10
2019/9/3,22:29:00,1,5,4,1,0,0,57.13,15,10
2019/9/3,22:44:00,1,0,0,0,0,0,0,15,10
2019/9/3,22:59:00,1,5,2,2,0,1,15.43,15,10
2019/9/3,23:14:00,1,7,4,1,2,0,2.34,15,10
2019/9/3,23:29:00,1,4,1,2,1,0,2.46,15,10
2019/9/3,23:44:00,1,1,0,0,1,0,2,15,10
2019/9/3,23:59:00,1,5,0,0,4,1,3.55,15,10
2019/9/4,0:14:00,1,2,1,0,1,0,18.16,15,10
2019/9/4,0:29:00,1,4,0,0,4,0,8.56,15,10
2019/9/4,0:44:00,1,10,5,1,2,2,3.85,15,10
2019/9/4,0:59:00,1,5,4,0,1,0,10.38,15,10
2019/9/4,1:14:00,2,0,0,0,0,0,0,15,10
2019/9/4,1:29:00,2,4,1,2,1,0,11.44,15,10
2019/9/4,1:44:00,2,2,1,0,1,0,14.05,15,10
2019/9/4,1:59:00,2,3,1,0,2,0,20.39,15,10
2019/9/4,2:14:00,2,1,1,0,0,0,24,15,10
2019/9/4,2:29:00,2,0,0,0,0,0,0,15,10
2019/9/4,2:44:00,2,0,0,0,0,0,0,15,10
2019/9/4,2:59:00,2,3,3,0,0,0,74.16,15,10
2019/9/4,3:14:00,2,3,3,0,0,0,81.46,15,10
2019/9/4,3:29:00,2,14,14,0,0,0,76.61,15,10
2019/9/4,3:44:00,2,20,19,0,0,1,74.51,15,10
2019/9/4,3:59:00,2,57,56,1,0,0,76.9,15,10
2019/9/4,4:14:00,2,55,52,1,1,1,75.39,15,10
2019/9/4,4:29:00,2,87,87,0,0,0,76.4,15,10
2019/9/4,4:44:00,2,80,76,3,0,1,73.98,15,10
2019/9/4,4:59:00,2,132,129,3,0,0,70.9,15,10
2019/9/4,5:14:00,2,170,166,4,0,0,69.1,15,10
2019/9/4,5:29:00,2,258,243,13,2,0,67.7,15,10
2019/9/4,5:44:00,2,190,133,26,17,14,9.16,15,10
2019/9/4,5:59:00,2,172,104,22,23,23,5.15,15,10
2019/9/4,6:14:00,2,170,87,35,32,16,5.4,15,10
2019/9/4,6:29:00,2,206,194,9,1,2,70.28,15,10
2019/9/4,6:44:00,2,183,172,9,1,1,72.46,15,10
2019/9/4,6:59:00,2,233,211,21,0,1,71.34,15,10
2019/9/4,7:14:00,2,209,196,11,1,1,71.79,15,10
2019/9/4,7:29:00,2,217,200,16,0,1,72.38,15,10
2019/9/4,7:44:00,2,224,212,7,2,3,72.61,15,10
2019/9/4,7:59:00,2,230,223,7,0,0,72.84,15,10
2019/9/4,8:14:00,2,208,202,4,0,2,75.1,15,10
2019/9/4,8:29:00,2,196,186,6,1,3,75.32,15,10
2019/9/4,8:44:00,2,185,177,6,1,1,74.69,15,10
2019/9/4,8:59:00,2,171,161,5,2,3,73.12,15,10
2019/9/4,9:14:00,2,149,138,9,1,1,74.3,15,10
2019/9/4,9:29:00,2,169,156,11,1,1,72.25,15,10
2019/9/4,9:44:00,2,135,128,3,0,4,74.79,15,10
2019/9/4,9:59:00,2,114,106,5,2,1,73,15,10
2019/9/4,10:14:00,2,129,119,8,1,1,74.49,15,10
2019/9/4,10:29:00,2,119,108,7,1,3,73.9,15,10
2019/9/4,10:44:00,2,122,109,8,0,5,73.55,15,10
2019/9/4,10:59:00,2,118,111,5,1,1,70.52,15,10
2019/9/4,11:14:00,2,131,117,9,2,3,73.48,15,10
2019/9/4,11:29:00,2,132,121,9,1,1,71.92,15,10
2019/9/4,11:44:00,2,146,139,5,1,1,74.15,15,10
2019/9/4,11:59:00,2,161,149,8,0,4,73.53,15,10
2019/9/4,12:14:00,2,143,128,14,0,1,72.7,15,10
2019/9/4,12:29:00,2,148,137,8,1,2,74.94,15,10
2019/9/4,12:44:00,2,142,133,6,1,2,74.29,15,10
2019/9/4,12:59:00,2,148,136,11,1,0,71.78,15,10
2019/9/4,13:14:00,2,137,124,9,1,3,71.39,15,10
2019/9/4,13:29:00,2,150,139,8,1,2,74.96,15,10
2019/9/4,13:44:00,2,147,137,6,2,2,72.71,15,10
2019/9/4,13:59:00,2,123,110,9,1,3,70.31,15,10
2019/9/4,14:14:00,2,130,116,10,2,2,70.92,15,10
2019/9/4,14:29:00,2,132,116,11,2,3,71.27,15,10
2019/9/4,14:44:00,2,109,102,5,1,1,71.44,15,10
2019/9/4,14:59:00,2,87,81,1,1,4,71.79,15,10
2019/9/4,15:14:00,2,97,89,6,1,1,73.53,15,10
2019/9/4,15:29:00,2,99,90,6,1,2,72.46,15,10
2019/9/4,15:44:00,2,139,130,4,3,2,71.25,15,10
2019/9/4,15:59:00,2,137,130,3,1,3,73.31,15,10
2019/9/4,16:14:00,2,132,116,8,4,4,70.47,15,10
2019/9/4,16:29:00,2,157,134,19,1,3,70.81,15,10
2019/9/4,16:44:00,2,185,176,9,0,0,74.72,15,10
2019/9/4,16:59:00,2,196,175,16,1,4,72.95,15,10
2019/9/4,17:14:00,2,220,200,12,6,2,70.7,15,10
2019/9/4,17:29:00,2,237,219,12,4,2,71.43,15,10
2019/9/4,17:44:00,2,182,171,9,2,0,74.45,15,10
2019/9/4,17:59:00,2,310,281,20,3,6,71.36,15,10
2019/9/4,18:14:00,2,284,251,28,3,2,73.04,15,10
2019/9/4,18:29:00,2,265,241,16,6,2,72.19,15,10
2019/9/4,18:44:00,2,224,205,14,2,3,72.93,15,10
2019/9/4,18:59:00,2,139,122,14,1,2,72.25,15,10
2019/9/4,19:14:00,2,115,106,5,2,2,70.11,15,10
2019/9/4,19:29:00,2,103,95,7,0,1,72.79,15,10
2019/9/4,19:44:00,2,84,79,2,1,2,70.12,15,10
2019/9/4,19:59:00,2,79,73,3,1,2,66.27,15,10
2019/9/4,20:14:00,2,69,63,5,0,1,65.76,15,10
2019/9/4,20:29:00,2,69,61,5,0,3,66.85,15,10
2019/9/4,20:44:00,2,50,47,2,0,1,69.11,15,10
2019/9/4,20:59:00,2,62,57,2,1,2,68.34,15,10
2019/9/4,21:14:00,2,47,46,0,0,1,69.35,15,10
2019/9/4,21:29:00,2,65,61,0,2,2,69.41,15,10
2019/9/4,21:44:00,2,55,50,1,2,2,69.82,15,10
2019/9/4,21:59:00,2,43,39,3,0,1,65.52,15,10
2019/9/4,22:14:00,2,40,37,2,0,1,65.93,15,10
2019/9/4,22:29:00,2,50,49,1,0,0,62.31,15,10
2019/9/4,22:44:00,2,20,18,2,0,0,65.05,15,10
2019/9/4,22:59:00,2,19,18,1,0,0,64.1,15,10
2019/9/4,23:14:00,2,18,17,1,0,0,65.24,15,10
2019/9/4,23:29:00,2,7,7,0,0,0,64.38,15,10
2019/9/4,23:44:00,2,4,3,0,0,1,61.21,15,10
2019/9/4,23:59:00,2,3,2,0,0,1,63.88,15,10
2019/9/5,0:14:00,2,1,1,0,0,0,0,15,10
2019/9/5,0:29:00,2,0,0,0,0,0,0,15,10
2019/9/5,0:44:00,2,0,0,0,0,0,0,15,10
2019/9/5,0:59:00,2,0,0,0,0,0,0,15,10
2019/9/5,1:14:00,3,0,0,0,0,0,0,15,10
2019/9/5,1:29:00,3,0,0,0,0,0,0,15,10
2019/9/5,1:44:00,3,0,0,0,0,0,0,15,10
2019/9/5,1:59:00,3,1,0,1,0,0,58,15,10
2019/9/5,2:14:00,3,2,1,0,0,1,6.12,15,10
2019/9/5,2:29:00,3,2,0,1,1,0,49.5,15,10
2019/9/5,2:44:00,3,0,0,0,0,0,0,15,10
2019/9/5,2:59:00,3,1,1,0,0,0,75,15,10
2019/9/5,3:14:00,3,6,5,1,0,0,77.29,15,10
2019/9/5,3:29:00,3,14,14,0,0,0,75.49,15,10
2019/9/5,3:44:00,3,24,23,0,0,1,74.16,15,10
2019/9/5,3:59:00,3,54,51,1,0,2,80.8,15,10
2019/9/5,4:14:00,3,47,45,1,1,0,75.69,15,10
2019/9/5,4:29:00,3,93,92,0,0,1,78.02,15,10
2019/9/5,4:44:00,3,104,97,7,0,0,76.33,15,10
2019/9/5,4:59:00,3,144,138,4,1,1,74.98,15,10
2019/9/5,5:14:00,3,157,150,7,0,0,75.06,15,10
2019/9/5,5:29:00,3,232,219,11,2,0,71.4,15,10
2019/9/5,5:44:00,3,239,227,11,1,0,71.26,15,10
2019/9/5,5:59:00,3,184,104,49,27,4,31.59,15,10
2019/9/5,6:14:00,3,170,146,20,3,1,54.86,15,10
2019/9/5,6:29:00,3,167,158,7,0,2,73.65,15,10
2019/9/5,6:44:00,3,169,161,6,2,0,74.3,15,10
2019/9/5,6:59:00,3,180,164,12,1,3,74.04,15,10
2019/9/5,7:14:00,3,204,187,14,2,1,73.69,15,10
2019/9/5,7:29:00,3,205,188,16,1,0,72.91,15,10
2019/9/5,7:44:00,3,242,228,12,0,2,73.68,15,10
2019/9/5,7:59:00,3,199,185,12,0,2,71.92,15,10
2019/9/5,8:14:00,3,200,189,9,0,2,74.3,15,10
