,0
0,-37.28830011572609
1,-62.51872205534073
2,48.14000395748462
3,54.58810311313937
4,37.265154967395574
5,72.97267332871888
6,25.504827089820537
7,-43.30594301590827
8,48.82683187985367
9,101.8645781055393
10,91.03460621205431
11,72.57520355285124
12,13.425954097458089
13,-22.406311506972088
14,23.729928981338162
15,89.4352957893534
16,38.845678692905494
17,-44.87099334847153
18,-66.13497584973084
19,7.235228968454976
20,-10.747247318211521
21,-78.92758993577809
22,6.796604839817519
23,81.15811571582799
24,-103.90801369708606
25,-80.40066766718337
26,49.051183187059905
27,38.61156573003336
28,17.421980644015093
29,75.86700270199526
30,31.81869353183265
31,-78.62309282659862
32,11.64756779835534
33,138.2449208756825
34,85.49995167685574
35,6.909463508773115
36,5.757807807947756
37,5.5681339413076785
38,11.677661702484329
39,70.56993911028985
40,81.10908321802526
41,-30.879786375075128
42,-80.13494263924622
43,34.28547306888868
44,54.59499592937027
45,-23.765883547146586
46,19.660040561646383
47,65.83670227008588
48,-39.55248521833255
49,-74.05736813564636
50,57.406140749762926
51,96.40734111539405
52,72.05109375415668
53,72.90792347597107
54,1.7958379629635601
55,-117.43376273144077
56,-18.220742177834836
57,112.30657880363015
58,68.37986643234308
59,45.721546282275995
60,29.29756633427678
61,-21.407491240001036
62,-11.418575703461102
63,62.19430849955461
64,37.60853540831704
65,-79.03237681992505
66,-73.61470135514355
67,-0.0072696285733400146
68,-49.26159142364304
69,-85.40000219316607
70,59.011243277220274
71,69.05537749626274
72,-25.17571850040804
73,-7.701390205212192
74,60.133046885785916
75,75.23724791502627
76,173.58946504768937
77,147.13383964339846
78,36.68858978429125
79,-18.019077508637565
80,9.034546293939457
81,66.4782259456315
82,67.42331929528791
83,40.04257302484439
84,13.949737729994922
85,-29.217558343450946
86,11.157752894503574
87,101.29787831257454
88,46.86373727488353
89,-75.41313459078629
90,-40.28822736316033
91,50.69814838095954
92,10.889505242865198
93,25.279219437754364
94,71.7751041118172
95,35.598866712400195
96,4.967220856527092
97,24.20024630113403
98,81.17409007597325
99,62.47291846477401
100,-24.708578800339637
101,21.551895032052016
102,43.81399017725926
103,-27.3579741382282
104,-37.023556352844025
105,-2.556475637146832
106,-106.38572283586564
107,-146.60211494074792
108,-73.98607396479201
109,-97.25466210519699
110,-118.29416696466069
111,-29.9172020509086
112,-58.01624656453714
113,-203.6940528657051
114,-114.48694284276098
115,-50.472121350414454
116,1.5862492911737718
117,34.89886026464228
118,-15.258029760729187
119,-66.66682116017637
120,-59.99086035734308
121,-72.82533961538775
122,21.593778180733352
123,137.08661530743575
124,36.582443636765674
125,-42.07789589985259
126,20.659346761442976
127,-44.83515358175828
128,-46.78051734534074
129,100.70364069916559
130,109.79367418172296
131,13.233153859919184
132,-31.68335421418942
133,-101.74622610688675
134,-72.246739430032
135,70.07783549558917
136,36.975419644071735
137,29.608587362343314
138,68.90846429837802
139,-54.09912550300396
140,-86.22057714492712
141,39.79780675531583
142,94.30746260734668
143,92.11438449947764
144,127.64443682345336
145,85.87126623533732
146,-54.48242176724398
147,-60.16814142837302
148,35.943198269903405
149,68.15481859000647
150,40.58996351573842
151,12.663351614671228
152,-80.58118956563703
153,-168.3874119300508
154,-150.99203726968426
155,-85.47311565173732
156,-108.09782285337496
157,-171.98724930382195
158,-227.22082037773998
159,-203.4337738034119
160,-249.38553845061233
161,-253.94205983075972
162,-123.70463406592535
163,-68.70312549890241
164,-160.6559604407912
165,-182.32405716938501
166,-141.60670286666027
167,-127.89525981462066
168,-131.05333922253067
169,-59.19987664463133
170,-13.417881919457614
171,-74.92314887973498
172,-81.0837675508792
173,-42.44854460167244
174,-39.58450283191314
175,-53.560633917251835
176,-33.95557373748579
177,-6.910210319248563
178,14.074715278283293
179,-28.289029797696003
180,-41.004141468427406
181,-1.0037150244870645
182,23.36317694119407
183,47.25733642245268
184,47.669108418637734
185,-6.022466375878139
186,-30.780964339392995
187,-3.883871010576513
188,-15.346365500925458
189,-13.777485617761158
190,7.583584331517159
191,10.364586446681642
192,-17.930888882381623
193,-32.302432977209264
194,-20.15518493887248
195,3.362544214549416
196,33.56044593367096
197,23.679779909150056
198,-23.697847830878345
199,-27.535438456328848
200,-10.249986610978794
201,27.894898352989458
202,58.48674760996164
203,39.68026828450229
204,7.103636158331028
205,15.196860109780573
206,66.2120817959285
207,84.09370925358871
208,21.10311056842511
209,-16.612210053079252
210,-11.511197332783013
211,-6.950259478151565
212,-30.647662963449875
213,-5.0610287222507395
214,11.437530402390621
215,-14.328907902185165
216,-34.998003597112984
217,-34.81973231729626
218,8.651276606037754
219,103.54407819021344
220,137.84554607354676
221,57.19362523813743
222,8.266759666553753
223,4.620324968011573
